CASE_TYPE,REGION,COMPLEXITY,DELAY_FLAG,OUTCOME
Other,WADHWA,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,"S.S.AHMAD,M.J.RAO",Low,Yes,Resolved
Other,MANOHAR,Low,Yes,Resolved
Other,WADHWA.,Low,Yes,Resolved
Other,WADHWA.,Low,Yes,Resolved
Other,KHARE,Low,Yes,Resolved
Other,KHARE,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,BHARUCHA,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,"K.T.THOMAS,M.B.SHAH",Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,LAHOTI.,Low,Yes,Resolved
Other,NANAVATI,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,BABU.,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,NANAVATI,Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,NANAVATI,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,KURDUKAR,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,AHMAD,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,NANAVATI,Low,Yes,Resolved
Other,HEDGE,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,RAO.,High,Yes,Resolved
Other,"S.R.Bubu,R.C.Lahoti",Low,Yes,Resolved
Other,BABU.,Low,Yes,Resolved
Other,PARIPOORNAN,Low,Yes,Resolved
Other,AHMAD,Low,Yes,Resolved
Other,Ahmad,Low,Yes,Resolved
Other,WADHWA.,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,WADHWA.,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,"M.B.SHAH,K.T.THOMAS",Low,Yes,Resolved
Other,PATTANAIK,High,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,MISRA,Low,Yes,Resolved
Other,MISRA,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,NANAVATI,Low,Yes,Resolved
Other,NANAVATI,Low,Yes,Resolved
Other,KURDUKAR,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"G.T.Nanavati,S.N.Phukan",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,KURDUKAR,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,"PARIPOORNAN,K.S.(J)",Low,Yes,Resolved
Other,THOMAS,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,THOMAS,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,PATTANAIK,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,"G.T.Nanavati,S.N.Phukan",Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,BABU,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,AHMAD,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,NANAVATI,Low,Yes,Resolved
Other,MISRA,High,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,"NANAVATI,S.P.KURDUKAR",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,SETHI.,Low,Yes,Resolved
Other,MISRA,Low,Yes,Resolved
Other,SRINIVASAN,Low,Yes,Resolved
Other,SRINIVASAN,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,MISRA,Low,Yes,Resolved
Other,MOHAPATRA.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,RAO.,Low,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,KHARE,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,KURDUKAR,Low,Yes,Resolved
Other,NANAVATI,Low,Yes,Resolved
Other,"PUNCHHI,M.M.",Low,Yes,Resolved
Other,PATTANAIK,High,Yes,Resolved
Other,AHMAD,Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,NANAVATI,Low,Yes,Resolved
Other,NANAVATI,Low,Yes,Resolved
Other,NANAVATI,Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,VENKATASWAMI.,High,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,VENKATASWAMI,Low,Yes,Resolved
Other,K.VENKATASWAMI,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,KHARE,High,Yes,Resolved
Other,KIRPAL,Low,Yes,Resolved
Other,Hegde.,High,Yes,Resolved
Other,VENKATASWAMI,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,Hegde,Low,Yes,Resolved
Other,QUADRI,Low,Yes,Resolved
Other,MOHAPATRA.,Low,Yes,Resolved
Other,"M.B.Shah,K.T.Thomas",Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,"PUNCHHI,M.M.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"PUNCHHI,M.M.",Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,NANAVATI,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,KURDUKAR,Low,Yes,Resolved
Other,(CJ),Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,NANAVATI,Low,Yes,Resolved
Other,RAO,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,NANAVATI,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"PUNCHHI,M.M.",Low,Yes,Resolved
Other,PATTANAIK,High,Yes,Resolved
Other,PATTANAIK,High,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"G.T.Nanavati,S.N.Phukan",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,MISRA,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,BABU,Low,Yes,Resolved
Other,VENKATASWAMI,Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,"PUNCHHI,M.M.",Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,THOMAS,Low,Yes,Resolved
Other,"AHMAD,S.P.KURDUKAR",Low,Yes,Resolved
Other,Ahmad,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,MAJMUDAR,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,WADHWA.,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"SAWANT,P.B.",Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,KURDUKAR,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,KIRPAL,Low,Yes,Resolved
Other,BABU.,High,Yes,Resolved
Other,BABU.,High,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"G.B.PATTANAIK,A.P.MISRA",Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,KHARE,Low,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,RAO,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,RAO.,Low,Yes,Resolved
Other,(CJ),Low,Yes,Resolved
Other,"PUNCHHI,M.M.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,HEGDE.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,"K.T.THOMAS,M.B.SHAH",Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"RAMASWAMY,G.B.PATTANAIK",Low,Yes,Resolved
Other,KHARE,High,Yes,Resolved
Other,"G.B.PATTANAIK,M.B.SHAH",Low,Yes,Resolved
Other,RAO,Low,Yes,Resolved
Other,KHARE,High,Yes,Resolved
Other,RAO,Low,Yes,Resolved
Other,"K.T.THOMAS,D.P.MOHAPATRA",Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,NANAVATI,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,REDDY,High,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,KURDUKAR,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,THOMAS,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,KURDUKAR.,Low,Yes,Resolved
Other,"D.P.Wadhwa,M.BB.Shah",Low,Yes,Resolved
Other,"K.T.THOMAS,M.B.SHAH",Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,RAO.,High,Yes,Resolved
Other,KURDUKAR,High,Yes,Resolved
Other,RAO,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,"G.B.PATTANAIK,M.SRINIVASAN",Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,NANAVATI,Low,Yes,Resolved
Other,RAO,Low,Yes,Resolved
Other,"G.T.NANAVATI,S.N.PHUKAN",Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,Quadri,Low,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,AHMAD,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,QUADRI.,Low,Yes,Resolved
Other,NANAVATI,Low,Yes,Resolved
Other,NANAVATI,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,QUADRI,Low,Yes,Resolved
Other,BABU,High,Yes,Resolved
Other,BABU,High,Yes,Resolved
Other,QUADRI,Low,Yes,Resolved
Other,"MANOHAR,JJ.",High,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,"V.N.KHARE,S.N.PHUKAN",Low,Yes,Resolved
Other,PATTANAIK,High,Yes,Resolved
Other,SRINIVASAN,High,Yes,Resolved
Other,AHMAD,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,"G.T.NANAVATI,M.SRINVASAN",Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,MANOHAR,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,RAO.,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,MISRA.,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,RAO,Low,Yes,Resolved
Other,SEN,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,"AHMAD,D.P.WADHWA",Low,Yes,Resolved
Other,SEN,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,RAO,Low,Yes,Resolved
Other,KURDUKAR,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,AHMAD,Low,Yes,Resolved
Other,PARIPOORNAN,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,Quadri,Low,Yes,Resolved
Other,QUADRI,Low,Yes,Resolved
Other,VENKATASWAMI,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,KIRPAL,High,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,AHMAD,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,PATTANAIK,High,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,KURDUKAR,Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,WADHWA.,High,Yes,Resolved
Other,WADHWA.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,S.R.BABU,Low,Yes,Resolved
Other,"D.P.Wadhwa,M.B.Shah",Low,Yes,Resolved
Other,NANAVATI,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,PATTANAIK,High,Yes,Resolved
Other,KIRPAL,High,Yes,Resolved
Other,"G.B.PATTANAIK,S.R.BABU",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,KURDUKAR,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,THOMAS,Low,Yes,Resolved
Other,Phukan.,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,WADHWA,High,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,QUADRI,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,PATTANAIK,High,Yes,Resolved
Other,THOMAS.,Low,Yes,Resolved
Other,RAO.,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,SRINIVASAN,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,KHARE,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"M.B.Shah,G.B.Pattanaik",Low,Yes,Resolved
Other,(CJ),Low,Yes,Resolved
Other,AHMAD,High,Yes,Resolved
Other,KURDUKAR.,High,Yes,Resolved
Other,"S.R.BABU,R.C.LAHOTI",Low,Yes,Resolved
Other,HANSARIA,Low,Yes,Resolved
Other,THOMAS.,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,PATTANAIK,High,Yes,Resolved
Other,PATTANAIK,High,Yes,Resolved
Other,RAO,Low,Yes,Resolved
Other,SHAH.,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,"S.P.Bharucha,V.N.Khare",Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,"HON,HON,ANDHON",High,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,PHUKAN,Low,Yes,Resolved
Other,PHUKAN,Low,Yes,Resolved
Other,"U.C.BANERJEE,K.T.THOMAS,D.P.MOHAPATRO",High,Yes,Resolved
Other,"G.B.PATTANAIK,M.B.SHAH",Low,Yes,Resolved
Other,SEN,Low,Yes,Resolved
Other,"S.B.MAJMUDAR,K.T.THOMAS",Low,Yes,Resolved
Other,"S.B.MAJMUDAR,K.T.THOMAS",Low,Yes,Resolved
Other,"D.P.WADWA,G.B.PATTANAIK",Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,BABU,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,BABU.,Low,Yes,Resolved
Other,THOMAS.,Low,Yes,Resolved
Other,"AHMAD,D.P.WADHWA",Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,KHARE,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,"PUNCHHI,M.M.",Low,Yes,Resolved
Other,KURDUKAR,Low,Yes,Resolved
Other,THOMAS,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,BABU,Low,Yes,Resolved
Other,KIRPAL,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,SETHI.,High,Yes,Resolved
Other,THOMAS,Low,Yes,Resolved
Other,BABU,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,V.N.KHARE,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,"G.T.Nanavati,S.N.Phukan",Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,WADHWA,High,Yes,Resolved
Other,WADHWA,High,Yes,Resolved
Other,R.C.LAHOTI,Low,Yes,Resolved
Other,THOMAS,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"RAO,S.N.PHUKAN",Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,HANSARIA,Low,Yes,Resolved
Other,SEN,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"G.B.PATTENAIK,U.C.BANERJEE",Low,Yes,Resolved
Other,WADHWA.,High,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,"RAO,S.P.KURDUKAR",High,Yes,Resolved
Other,"RAO,S.P.KURDUKAR",High,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,"G.B.Pattabaik,M.B.Shah",Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,BABU,High,Yes,Resolved
Other,VENKATASWAMI,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,RAO.,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,KURDUKAR,Low,Yes,Resolved
Other,S.L.GOYAL,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,PARIPOORNAN,Low,Yes,Resolved
Other,QUADRI,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,Quadri,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,"RAO,M.B.SHAH",Low,Yes,Resolved
Other,MUKHERJEE,Low,Yes,Resolved
Other,MUKHERJEE,Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"AHMAD,K.T.THOMAS",Low,Yes,Resolved
Other,"AHMAD,K.T.THOMAS",Low,Yes,Resolved
Other,RAO,Low,Yes,Resolved
Other,"PUNCHHI,M.M.",Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,RAO.,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"V.MANOHAR,G.B.PATTANAIK",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,BANERJEE,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,"S.P.BHARUCHA,V.N.KHARE,A.P.MISRA",High,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,KURDUKAR,Low,Yes,Resolved
Other,BABU.,Low,Yes,Resolved
Other,RAO,Low,Yes,Resolved
Other,BABU,High,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,RAO.,Low,Yes,Resolved
Other,"K.T.THOMAS,A.P.MISRA",Low,Yes,Resolved
Other,BABU,Low,Yes,Resolved
Other,KURDUKAR,Low,Yes,Resolved
Other,"G.B.PATTANAIK,N.SRINIVASAN,N.S.HEDGE",High,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,"QUADRI,S.N.PHUKHAN",Low,Yes,Resolved
Other,"S.S.Ahmad,D.P.Wadhwa",Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,AHMAD,Low,Yes,Resolved
Other,WADHWA.,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,"PUNCHHI,M.M.",Low,Yes,Resolved
Other,SRINIVASAN,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,KHARE,Low,Yes,Resolved
Other,KHARE,High,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,NANAVATI,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,KURDUKAR,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,NANAVATI,Low,Yes,Resolved
Other,MANOHAR,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,BABU.,Low,Yes,Resolved
Other,BABU.,Low,Yes,Resolved
Other,THOMAS,Low,Yes,Resolved
Other,NANAVATI,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"QUADRI,S.N.PHUKAN",Low,Yes,Resolved
Other,"QUADRI,S.N.PHUKAN",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,BANERJEE,Low,Yes,Resolved
Other,Hegde,Low,Yes,Resolved
Other,QUADRI,Low,Yes,Resolved
Other,"PARIPOORNAN,K.S.(J)",Low,Yes,Resolved
Other,"G.T.NANAVATI,S.P.KURDUKAR",Low,Yes,Resolved
Other,RAY,Low,Yes,Resolved
Other,Ahmad.,Low,Yes,Resolved
Other,KHARE,Low,Yes,Resolved
Other,KHARE,Low,Yes,Resolved
Other,"M.K.MUKHERJEE,G.B.PATTANAIK,S.P.KURDUKAR.",High,Yes,Resolved
Other,QUADRI,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,RAO.,High,Yes,Resolved
Other,Quadri,Low,Yes,Resolved
Other,Phukan.,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,RAO,Low,Yes,Resolved
Other,RAO,Low,Yes,Resolved
Other,"AHMAD,R.P.SETHI",Low,Yes,Resolved
Other,RAO,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,(CJ),Low,Yes,Resolved
Other,BABU.,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,THOMAS,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,JAGANNADHA.,Low,Yes,Resolved
Other,KIRPAL,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,BABU,Low,Yes,Resolved
Other,PATTANAIK,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,KIRPAL,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,PATTANAIK.,Low,Yes,Resolved
Other,Lahoti,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,"G.B.PATTANAIK,M.B.SHAH",Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,WADHWA,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,BANERJEE,Low,Yes,Resolved
Other,KIRPAL,High,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,MISRA,Low,Yes,Resolved
Other,KIRPAL,Low,Yes,Resolved
Other,ROA.,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,"RAMASWAMY,K.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
